folio_ageb,entidad,alcaldia,localidad,pob,tot_pobres,IDSM,E_IDS_V
9.009E+11,9,9,17,3771,2957,0.7794269,Bajo
9.007E+11,9,7,1,7930,6356,0.7795788,Bajo
9.007E+11,9,7,1,499,445,0.779644,Bajo
9.005E+11,9,5,1,4563,3941,0.7796795,Bajo
9.009E+11,9,9,33,9094,7586,0.7797073,Bajo
090090015012A,9,9,15,4910,4048,0.7798232,Bajo
9.012E+11,9,12,1,5833,4784,0.7798966,Bajo
9.011E+11,9,11,1,6143,5104,0.7799239,Bajo
090110001122A,9,11,1,3500,2849,0.7801459,Bajo
9.007E+11,9,7,1,4436,3619,0.7802612,Bajo
9.004E+11,9,4,1,8825,7347,0.7803131,Bajo
9.007E+11,9,7,1,5460,4512,0.7804225,Bajo
9.011E+11,9,11,1,6533,5409,0.780484,Bajo
9.011E+11,9,11,1,5229,4292,0.7806168,Bajo
9.01302E+11,9,13,184,330,254,0.7806414,Bajo
9.005E+11,9,5,1,3514,2899,0.7810974,Bajo
9.01203E+11,9,12,256,5,5,0.7811352,Bajo
9.013E+11,9,13,1,8294,6969,0.781156,Bajo
9.013E+11,9,13,1,1525,1185,0.7812259,Bajo
9.007E+11,9,7,1,7139,5915,0.7812353,Bajo
9.007E+11,9,7,1,1920,1579,0.7815703,Bajo
9.012E+11,9,12,26,71,58,0.7815748,Bajo
9.005E+11,9,5,1,5202,4380,0.7818887,Bajo
9.013E+11,9,13,1,1230,1001,0.7820415,Bajo
9.009E+11,9,9,36,3335,2698,0.7824094,Bajo
9.013E+11,9,13,1,3419,2736,0.7824271,Bajo
9.007E+11,9,7,1,3261,2708,0.7825607,Bajo
9.007E+11,9,7,1,6173,4948,0.7826265,Bajo
9.003E+11,9,3,1,7615,5954,0.7828303,Bajo
9.007E+11,9,7,1,5410,4403,0.7829147,Bajo
9.01E+11,9,10,1,6614,5392,0.7830399,Bajo
090150001088A,9,15,1,1837,1433,0.7831672,Bajo
9.009E+11,9,9,11,10380,8358,0.7837027,Bajo
9.011E+11,9,11,11,5086,4315,0.7837233,Bajo
9.007E+11,9,7,1,4538,3694,0.7839634,Bajo
9.007E+11,9,7,1,969,847,0.7842112,Bajo
9.01E+11,9,10,1,4829,4091,0.7843327,Bajo
9.003E+11,9,3,1,9690,7704,0.7843915,Bajo
9.00902E+11,9,9,205,123,100,0.7846987,Bajo
9.012E+11,9,12,1,4402,3696,0.7856811,Bajo
9.01E+11,9,10,1,3531,2966,0.7857685,Bajo
090060001108A,9,6,1,4504,3654,0.7857709,Bajo
9.004E+11,9,4,20,14982,12121,0.7859069,Bajo
9.00904E+11,9,9,383,5,5,0.7860495,Bajo
9.007E+11,9,7,1,7566,6201,0.7860972,Bajo
9.007E+11,9,7,1,5569,4442,0.7861185,Bajo
9.011E+11,9,11,1,8315,6777,0.7861627,Bajo
090110021115A,9,11,21,8797,7215,0.7861834,Bajo
9.011E+11,9,11,1,2125,1719,0.7862095,Bajo
9.01E+11,9,10,1,7019,5807,0.7862808,Bajo
9.007E+11,9,7,1,6935,5749,0.7865964,Bajo
9.007E+11,9,7,1,4482,3606,0.786768,Bajo
9.01302E+11,9,13,163,207,158,0.7868195,Bajo
090070001084A,9,7,1,7313,5832,0.7869572,Bajo
9.013E+11,9,13,1,6679,5287,0.7870012,Bajo
090130001057A,9,13,1,268,208,0.7873316,Bajo
9.005E+11,9,5,1,1865,1613,0.7873853,Bajo
9.00903E+11,9,9,300,2098,1742,0.7876544,Bajo
9.007E+11,9,7,1,4802,3899,0.7876777,Bajo
9.01E+11,9,10,1,8969,7303,0.7877782,Bajo
9.007E+11,9,7,1,4919,4011,0.7877918,Bajo
9.017E+11,9,17,1,1382,1077,0.7877989,Bajo
9.017E+11,9,17,1,3600,2871,0.787869,Bajo
9.004E+11,9,4,1,7356,5950,0.7879465,Bajo
9.005E+11,9,5,1,4355,3443,0.7885228,Bajo
9.007E+11,9,7,1,5316,4089,0.788595,Bajo
090100001199A,9,10,1,3183,2644,0.7886346,Bajo
9.012E+11,9,12,1,5783,4462,0.7886509,Bajo
9.016E+11,9,16,1,2014,1536,0.7886787,Bajo
9.002E+11,9,2,1,386,313,0.7887728,Bajo
9.007E+11,9,7,1,2963,2446,0.7888457,Bajo
9.015E+11,9,15,1,2016,1545,0.7889451,Bajo
9.013E+11,9,13,1,11390,8986,0.7895216,Bajo
9.01E+11,9,10,1,3756,3081,0.789547,Bajo
9.017E+11,9,17,1,2844,2344,0.7895637,Bajo
9.00903E+11,9,9,300,1957,1623,0.7896034,Bajo
9.015E+11,9,15,1,3623,2843,0.7896404,Bajo
9.00904E+11,9,9,378,1,1,0.789948,Bajo
9.01E+11,9,10,1,6163,5149,0.7901324,Bajo
090110001154A,9,11,1,2133,1804,0.7901846,Bajo
9.003E+11,9,3,1,4207,3418,0.7902178,Bajo
9.005E+11,9,5,1,7294,6067,0.7902299,Bajo
9.011E+11,9,11,1,2547,2141,0.7903316,Bajo
9.007E+11,9,7,1,2679,2200,0.7905267,Bajo
9.005E+11,9,5,1,7104,5890,0.7905861,Bajo
9.01E+11,9,10,1,3235,2714,0.7906774,Bajo
9.007E+11,9,7,1,6799,5743,0.7907156,Bajo
9.017E+11,9,17,1,4434,3460,0.790749,Bajo
9.015E+11,9,15,1,298,221,0.7909354,Bajo
9.004E+11,9,4,1,7738,6222,0.7910283,Bajo
9.017E+11,9,17,1,6754,5380,0.7911386,Bajo
9.007E+11,9,7,1,5405,4217,0.7914694,Bajo
9.007E+11,9,7,1,4213,3455,0.7916373,Bajo
090050001014A,9,5,1,4442,3741,0.7916711,Bajo
9.01E+11,9,10,1,4134,3406,0.7917386,Bajo
9.008E+11,9,8,1,8859,7173,0.7918696,Bajo
9.005E+11,9,5,1,6919,5518,0.7920631,Bajo
9.012E+11,9,12,1,3972,3094,0.7922561,Bajo
9.008E+11,9,8,1,8153,6561,0.7923423,Bajo
9.01202E+11,9,12,217,185,150,0.7923712,Bajo
9.005E+11,9,5,1,3348,2671,0.7924273,Bajo
9.005E+11,9,5,1,7900,6491,0.7926148,Bajo
9.005E+11,9,5,1,4324,3567,0.7928357,Bajo
090130001071A,9,13,1,690,520,0.7929507,Bajo
9.007E+11,9,7,1,7184,5778,0.792972,Bajo
9.007E+11,9,7,1,8350,6574,0.7930806,Bajo
090130001121A,9,13,1,7165,5402,0.793135,Bajo
9.01204E+11,9,12,395,10,8,0.7931591,Bajo
9.013E+11,9,13,1,5657,4383,0.7932042,Bajo
9.005E+11,9,5,1,6240,5082,0.7932479,Bajo
9.015E+11,9,15,1,1597,1220,0.7933913,Bajo
9.005E+11,9,5,1,4491,3660,0.7934127,Bajo
9.01302E+11,9,13,215,12,12,0.7934258,Bajo
090070001305A,9,7,1,6413,5270,0.7934525,Bajo
9.002E+11,9,2,1,4896,3909,0.7935751,Bajo
9.005E+11,9,5,1,3635,2888,0.7935773,Bajo
9.005E+11,9,5,1,7734,6232,0.7936156,Bajo
9.017E+11,9,17,1,3374,2813,0.7936457,Bajo
9.006E+11,9,6,1,3691,2962,0.7938049,Bajo
9.007E+11,9,7,1,1665,1355,0.7939353,Bajo
9.007E+11,9,7,1,4272,3370,0.7939824,Bajo
9.005E+11,9,5,1,5605,4536,0.7940158,Bajo
9.017E+11,9,17,1,4847,3832,0.7940311,Bajo
9.017E+11,9,17,1,6702,5298,0.7941913,Bajo
9.008E+11,9,8,1,9854,8026,0.7941936,Bajo
9.005E+11,9,5,1,4273,3569,0.7942607,Bajo
9.007E+11,9,7,1,2148,1573,0.7944925,Bajo
9.008E+11,9,8,1,5911,4681,0.7945324,Bajo
9.007E+11,9,7,1,3692,2866,0.7945923,Bajo
9.002E+11,9,2,1,810,642,0.7946808,Bajo
9.013E+11,9,13,1,9743,7810,0.7946961,Bajo
9.013E+11,9,13,1,6406,5028,0.7947415,Bajo
090050001085A,9,5,1,4341,3457,0.7949362,Bajo
9.005E+11,9,5,1,4009,3240,0.7950346,Bajo
9.004E+11,9,4,1,598,491,0.7950474,Bajo
9.015E+11,9,15,1,163,122,0.7952422,Bajo
9.009E+11,9,9,24,4496,3704,0.7953657,Bajo
090060001115A,9,6,1,2046,1569,0.7954769,Bajo
090050001306A,9,5,1,2857,2318,0.795575,Bajo
090120001159A,9,12,1,3710,2789,0.7956216,Bajo
9.003E+11,9,3,1,4019,3131,0.7956408,Bajo
9.003E+11,9,3,1,12433,10138,0.7956655,Bajo
9.011E+11,9,11,1,3736,3020,0.7956768,Bajo
9.011E+11,9,11,1,3564,2819,0.7958244,Bajo
090120001077A,9,12,1,5395,4198,0.7958883,Bajo
9.002E+11,9,2,1,5113,4053,0.7958935,Bajo
9.007E+11,9,7,1,8035,6354,0.7959481,Bajo
9.01E+11,9,10,1,3178,2568,0.7959622,Bajo
9.011E+11,9,11,24,1078,902,0.7959829,Bajo
9.007E+11,9,7,1,2949,2365,0.7959896,Bajo
9.005E+11,9,5,1,3837,3171,0.7960986,Bajo
9.005E+11,9,5,1,5739,4600,0.7961812,Bajo
9.01E+11,9,10,1,4396,3528,0.796311,Bajo
9.007E+11,9,7,1,2660,2164,0.7963739,Bajo
9.009E+11,9,9,11,5418,4376,0.7963817,Bajo
9.01E+11,9,10,1,9173,7180,0.7965199,Bajo
9.005E+11,9,5,1,3818,3023,0.7966523,Bajo
9.01E+11,9,10,1,4544,3604,0.7967525,Bajo
9.005E+11,9,5,1,3888,3129,0.796783,Bajo
9.006E+11,9,6,1,4809,3554,0.7968913,Bajo
9.012E+11,9,12,1,3592,2832,0.7969134,Bajo
090050001128A,9,5,1,7807,5997,0.7970224,Bajo
9.005E+11,9,5,1,3231,2602,0.7970775,Bajo
9.013E+11,9,13,1,107,94,0.7970987,Bajo
9.01E+11,9,10,1,4178,3404,0.797101,Bajo
9.006E+11,9,6,1,2961,2323,0.7971975,Bajo
9.012E+11,9,12,1,10319,8019,0.7972107,Bajo
9.01E+11,9,10,1,4770,4046,0.797218,Bajo
9.005E+11,9,5,1,7364,6109,0.7973301,Bajo
9.009E+11,9,9,36,3518,2751,0.7973872,Bajo
9.01E+11,9,10,1,9372,7771,0.7975022,Bajo
090110026097A,9,11,26,4773,3847,0.7975204,Bajo
9.011E+11,9,11,1,4238,3363,0.7975401,Bajo
9.012E+11,9,12,1,6699,5332,0.797775,Bajo
9.013E+11,9,13,1,6541,5075,0.7978201,Bajo
9.005E+11,9,5,1,4621,3587,0.7979082,Bajo
9.01301E+11,9,13,138,101,83,0.7980431,Bajo
9.005E+11,9,5,1,3807,3048,0.7980669,Bajo
9.005E+11,9,5,1,2098,1602,0.7982026,Bajo
9.007E+11,9,7,1,2882,2411,0.7983901,Bajo
9.012E+11,9,12,1,5294,4151,0.7985333,Bajo
9.007E+11,9,7,1,4099,3160,0.7986337,Bajo
9.013E+11,9,13,1,745,595,0.7988172,Bajo
9.008E+11,9,8,1,7729,6152,0.7989099,Bajo
9.011E+11,9,11,1,2633,2104,0.7990021,Bajo
9.01E+11,9,10,1,9239,7310,0.7990354,Bajo
9.00901E+11,9,9,134,59,51,0.7990409,Bajo
9.011E+11,9,11,26,4444,3641,0.7991126,Bajo
9.006E+11,9,6,1,6837,5199,0.7991377,Bajo
9.005E+11,9,5,1,4710,3763,0.7991778,Bajo
9.00903E+11,9,9,280,11,10,0.79918,Bajo
9.007E+11,9,7,1,1011,845,0.7992749,Bajo
9.006E+11,9,6,1,895,711,0.7992803,Bajo
9.008E+11,9,8,1,4218,3430,0.7997218,Bajo
9.005E+11,9,5,1,7791,6173,0.7997424,Bajo
9.011E+11,9,11,1,3874,3052,0.7998548,Bajo
9.013E+11,9,13,1,8236,6623,0.7999721,Bajo
9.007E+11,9,7,1,7915,6214,0.8000784,Bajo
9.011E+11,9,11,21,1694,1362,0.8000994,Bajo
9.012E+11,9,12,1,4602,3578,0.800112,Bajo
9.01E+11,9,10,1,3726,2989,0.8002275,Bajo
9.005E+11,9,5,1,2574,1886,0.8002768,Bajo
090070001351A,9,7,1,5662,4562,0.800554,Bajo
9.013E+11,9,13,1,4372,3266,0.8005734,Bajo
090050001103A,9,5,1,4193,3282,0.8008043,Bajo
9.005E+11,9,5,1,4931,3879,0.8009478,Bajo
9.017E+11,9,17,1,2946,2299,0.8010238,Bajo
9.012E+11,9,12,1,4616,3602,0.8010532,Bajo
9.007E+11,9,7,1,3440,2834,0.8010554,Bajo
9.012E+11,9,12,1,5996,4580,0.8011408,Bajo
9.005E+11,9,5,1,3914,3103,0.8012148,Bajo
9.009E+11,9,9,11,7301,5867,0.8012288,Bajo
9.00902E+11,9,9,204,61,47,0.8012502,Bajo
9.007E+11,9,7,1,5457,4249,0.801303,Bajo
9.007E+11,9,7,1,6333,5009,0.8013175,Bajo
9.005E+11,9,5,1,6171,4819,0.801333,Bajo
9.007E+11,9,7,1,5426,4299,0.8015571,Bajo
9.01E+11,9,10,1,6035,4902,0.8016719,Bajo
9.007E+11,9,7,1,4227,3294,0.8018141,Bajo
9.007E+11,9,7,1,4942,3984,0.8018187,Bajo
9.006E+11,9,6,1,2460,1811,0.8018208,Bajo
9.01E+11,9,10,1,4977,3797,0.8019681,Bajo
9.007E+11,9,7,1,3420,2727,0.8020316,Bajo
9.005E+11,9,5,1,5563,4365,0.8020521,Bajo
9.00401E+11,9,4,50,486,390,0.8021157,Bajo
9.011E+11,9,11,1,5599,4495,0.8021232,Bajo
9.00901E+11,9,9,50,27,21,0.8021376,Bajo
9.017E+11,9,17,1,3644,2765,0.8023052,Bajo
090120001223A,9,12,1,7081,5480,0.8025535,Bajo
9.012E+11,9,12,1,2503,1917,0.8027725,Bajo
9.012E+11,9,12,1,3297,2614,0.8028537,Bajo
9.013E+11,9,13,1,4834,3767,0.8029673,Bajo
9.01E+11,9,10,1,5919,4756,0.8030453,Bajo
9.007E+11,9,7,1,6380,4961,0.8032957,Bajo
9.011E+11,9,11,21,2630,2133,0.8033677,Bajo
9.013E+11,9,13,1,1149,877,0.8034022,Bajo
9.01E+11,9,10,1,4829,3559,0.8034241,Bajo
9.012E+11,9,12,1,7198,5530,0.8034924,Bajo
9.007E+11,9,7,1,3626,2839,0.8035316,Bajo
9.005E+11,9,5,1,7828,6050,0.8036951,Bajo
9.004E+11,9,4,1,4204,3297,0.8037034,Bajo
9.013E+11,9,13,1,1243,900,0.8037094,Bajo
9.007E+11,9,7,1,11213,8624,0.8037177,Bajo
9.008E+11,9,8,1,4295,3299,0.8037947,Bajo
9.007E+11,9,7,1,3682,2938,0.8038186,Bajo
9.013E+11,9,13,1,2839,2178,0.8040813,Bajo
9.017E+11,9,17,1,3751,2925,0.8041162,Bajo
9.007E+11,9,7,1,4435,3388,0.8041703,Bajo
9.007E+11,9,7,1,2333,1813,0.8042171,Bajo
9.005E+11,9,5,1,4713,3821,0.8042748,Bajo
9.007E+11,9,7,1,3724,2909,0.8043693,Bajo
9.01201E+11,9,12,105,67,51,0.8043724,Bajo
9.01E+11,9,10,1,4062,3220,0.8044127,Bajo
9.007E+11,9,7,1,8141,6194,0.8045503,Bajo
9.011E+11,9,11,21,11164,8799,0.8045866,Bajo
9.007E+11,9,7,1,6746,5374,0.8045977,Bajo
9.01E+11,9,10,1,3827,2908,0.8047134,Bajo
9.007E+11,9,7,1,4932,3920,0.8047558,Bajo
9.011E+11,9,11,11,4051,3297,0.8047733,Bajo
9.007E+11,9,7,1,804,656,0.804951,Bajo
090070001287A,9,7,1,2847,2159,0.8051114,Bajo
9.007E+11,9,7,1,6872,5108,0.8054274,Bajo
9.01E+11,9,10,1,4026,2944,0.8056787,Bajo
9.011E+11,9,11,1,7808,6230,0.8059925,Bajo
9.00801E+11,9,8,94,2,2,0.8060339,Bajo
9.00904E+11,9,9,359,51,48,0.8060346,Bajo
9.008E+11,9,8,1,5957,4710,0.8060824,Bajo
9.005E+11,9,5,1,6184,4843,0.8061474,Bajo
9.005E+11,9,5,1,4993,3985,0.8061476,Bajo
090070001198A,9,7,1,6004,4609,0.8061547,Bajo
9.016E+11,9,16,1,3102,2284,0.806311,Bajo
9.007E+11,9,7,1,2571,2018,0.8063682,Bajo
9.005E+11,9,5,1,5437,4344,0.8064102,Bajo
9.007E+11,9,7,1,3201,2532,0.8064187,Bajo
9.00902E+11,9,9,228,12,12,0.8064344,Bajo
9.005E+11,9,5,1,4356,3431,0.8064993,Bajo
9.005E+11,9,5,1,6286,4955,0.8065896,Bajo
9.005E+11,9,5,1,3637,2774,0.8066242,Bajo
9.007E+11,9,7,1,6936,5306,0.8066558,Bajo
9.01E+11,9,10,1,3849,3148,0.8066891,Bajo
9.01203E+11,9,12,342,10,10,0.8068024,Bajo
090050001135A,9,5,1,6174,4736,0.806803,Bajo
9.006E+11,9,6,1,1994,1475,0.8068153,Bajo
9.011E+11,9,11,1,4345,3375,0.8068177,Bajo
9.00904E+11,9,9,403,6,5,0.8068647,Bajo
9.005E+11,9,5,1,6071,4619,0.806956,Bajo
9.005E+11,9,5,1,9985,7815,0.8070719,Bajo
9.003E+11,9,3,1,7995,6032,0.8070776,Bajo
9.011E+11,9,11,1,3546,2843,0.8071184,Bajo
9.013E+11,9,13,1,6759,5005,0.8071462,Bajo
9.005E+11,9,5,1,5584,4414,0.8071628,Bajo
9.01E+11,9,10,1,4712,3748,0.8073931,Bajo
9.007E+11,9,7,1,5665,4368,0.8074021,Bajo
9.012E+11,9,12,1,4788,3619,0.8074068,Bajo
9.01E+11,9,10,1,3729,2811,0.8076204,Bajo
9.011E+11,9,11,1,3985,3161,0.8076385,Bajo
9.013E+11,9,13,1,5793,4458,0.8076972,Bajo
090150001049A,9,15,1,1707,1172,0.8077296,Bajo
090110001147A,9,11,1,4269,3356,0.8078166,Bajo
090170001023A,9,17,1,1879,1412,0.807822,Bajo
9.012E+11,9,12,1,5242,4012,0.8078585,Bajo
9.012E+11,9,12,1,7373,5441,0.8080015,Bajo
9.011E+11,9,11,1,5320,4152,0.8080956,Bajo
090070001401A,9,7,1,2875,2166,0.808471,Bajo
9.005E+11,9,5,1,4250,3403,0.8085246,Bajo
090110011072A,9,11,11,4704,3779,0.8086225,Bajo
9.003E+11,9,3,1,8487,6498,0.8086442,Bajo
9.015E+11,9,15,1,1565,1064,0.8087879,Bajo
090070001337A,9,7,1,7449,5912,0.8088409,Bajo
9.01E+11,9,10,1,4665,3677,0.8088557,Bajo
9.017E+11,9,17,1,3832,2825,0.8088835,Bajo
9.007E+11,9,7,1,5339,4111,0.8089389,Bajo
9.013E+11,9,13,1,4124,3056,0.8089469,Bajo
9.017E+11,9,17,1,3666,2741,0.8089648,Bajo
9.00401E+11,9,4,62,29,21,0.809037,Bajo
9.01E+11,9,10,1,4108,3181,0.8091563,Bajo
9.007E+11,9,7,1,6244,4657,0.8091849,Bajo
9.017E+11,9,17,1,3991,3046,0.8092741,Bajo
9.01E+11,9,10,1,5283,4143,0.8094071,Bajo
9.005E+11,9,5,1,6128,4713,0.8094773,Bajo
9.007E+11,9,7,1,3385,2626,0.8095829,Bajo
9.011E+11,9,11,1,544,432,0.8096617,Bajo
9.005E+11,9,5,1,5097,3952,0.8097563,Bajo
090100001181A,9,10,1,5294,3953,0.8098044,Bajo
9.013E+11,9,13,1,6147,4722,0.8098565,Bajo
9.009E+11,9,9,11,3218,2543,0.8098742,Bajo
9.003E+11,9,3,1,6465,4821,0.8098783,Bajo
9.002E+11,9,2,1,5045,3861,0.8098988,Bajo
9.005E+11,9,5,1,5113,3795,0.8099437,Bajo
9.01E+11,9,10,1,3570,2755,0.8099746,Bajo
090070001433A,9,7,1,4005,3078,0.8100106,Bajo
9.004E+11,9,4,1,2784,2183,0.8101131,Bajo
9.002E+11,9,2,1,4310,3354,0.8101195,Bajo
090100001167A,9,10,1,7931,6102,0.8102297,Bajo
9.011E+11,9,11,1,3168,2394,0.810353,Bajo
9.007E+11,9,7,1,7485,5650,0.8103834,Bajo
9.017E+11,9,17,1,3832,2904,0.8103876,Bajo
9.007E+11,9,7,1,3419,2712,0.8106837,Bajo
9.005E+11,9,5,1,3386,2728,0.8107165,Bajo
9.00902E+11,9,9,187,177,127,0.8107347,Bajo
9.012E+11,9,12,1,4281,3179,0.8107925,Bajo
9.013E+11,9,13,1,1579,1163,0.810831,Bajo
9.003E+11,9,3,1,2253,1646,0.8108466,Bajo
9.00903E+11,9,9,258,10,8,0.8110078,Bajo
9.003E+11,9,3,1,2773,2064,0.8110746,Bajo
090030001061A,9,3,1,10377,7909,0.811107,Bajo
9.007E+11,9,7,1,1994,1523,0.8111302,Bajo
9.01E+11,9,10,1,5443,4253,0.8111851,Bajo
9.005E+11,9,5,1,7019,5147,0.8112479,Bajo
9.017E+11,9,17,1,4813,3747,0.8114084,Bajo
9.007E+11,9,7,1,4652,3478,0.8114801,Bajo
9.006E+11,9,6,1,7042,5292,0.8115871,Bajo
9.01E+11,9,10,1,4588,3452,0.8116008,Bajo
9.01201E+11,9,12,123,5,5,0.811695,Bajo
9.017E+11,9,17,1,3046,2139,0.8119469,Bajo
9.007E+11,9,7,1,3219,2486,0.811949,Bajo
9.006E+11,9,6,1,3659,2850,0.8119566,Bajo
9.007E+11,9,7,1,755,626,0.8120987,Bajo
9.01E+11,9,10,1,7181,5653,0.8122044,Bajo
9.011E+11,9,11,21,405,347,0.8122274,Bajo
9.01E+11,9,10,1,3131,2481,0.8123161,Bajo
9.004E+11,9,4,1,7643,5871,0.8125446,Bajo
9.005E+11,9,5,1,4665,3556,0.8125567,Bajo
9.012E+11,9,12,1,7607,5417,0.8127217,Bajo
9.012E+11,9,12,1,8294,6256,0.8127885,Bajo
9.00801E+11,9,8,111,28,20,0.8128164,Bajo
090070001547A,9,7,1,3398,2544,0.8129445,Bajo
9.006E+11,9,6,1,4825,3636,0.8129731,Bajo
9.012E+11,9,12,1,5572,4163,0.8130429,Bajo
090150001063A,9,15,1,4120,3028,0.813066,Bajo
9.006E+11,9,6,1,7799,5873,0.8130676,Bajo
090040001002A,9,4,1,4714,3709,0.8131183,Bajo
9.007E+11,9,7,1,4562,3360,0.8131636,Bajo
9.013E+11,9,13,1,5060,3831,0.8132063,Bajo
9.007E+11,9,7,1,3114,2346,0.8132208,Bajo
9.011E+11,9,11,1,1750,1383,0.8132935,Bajo
9.011E+11,9,11,1,3424,2655,0.813329,Bajo
9.007E+11,9,7,1,3244,2495,0.8133622,Bajo
9.00903E+11,9,9,282,20,14,0.813363,Bajo
9.016E+11,9,16,1,4607,3479,0.8135487,Bajo
9.007E+11,9,7,1,4397,3229,0.8135884,Bajo
9.013E+11,9,13,1,5588,4085,0.8137538,Bajo
9.011E+11,9,11,1,3635,2804,0.81378,Bajo
9.011E+11,9,11,1,2843,2185,0.8139212,Bajo
9.007E+11,9,7,1,3894,2978,0.814018,Bajo
090040001034A,9,4,1,3446,2737,0.8140267,Bajo
9.011E+11,9,11,1,3080,2414,0.8141156,Bajo
9.013E+11,9,13,1,3248,2347,0.8141643,Bajo
9.006E+11,9,6,1,1603,1158,0.8142147,Bajo
9.01302E+11,9,13,203,54,42,0.8142285,Bajo
9.007E+11,9,7,1,978,725,0.8144001,Bajo
9.011E+11,9,11,1,4865,3797,0.8144425,Bajo
9.013E+11,9,13,1,3707,2752,0.8145093,Bajo
9.007E+11,9,7,1,4291,3189,0.8145103,Bajo
9.007E+11,9,7,1,3826,2986,0.8145809,Bajo
9.007E+11,9,7,1,5803,4523,0.8146006,Bajo
9.005E+11,9,5,1,4788,3683,0.8146273,Bajo
9.012E+11,9,12,1,3223,2334,0.8149532,Bajo
090110001065A,9,11,1,3666,2883,0.8149666,Bajo
9.012E+11,9,12,1,4240,3056,0.8149668,Bajo
9.017E+11,9,17,1,8365,6567,0.8150389,Bajo
9.007E+11,9,7,1,2422,1871,0.8150744,Bajo
9.003E+11,9,3,1,6545,5007,0.8151484,Bajo
090070001077A,9,7,1,4024,3067,0.8153341,Bajo
9.01102E+11,9,11,163,70,54,0.8154138,Bajo
9.007E+11,9,7,1,2761,2047,0.8154179,Bajo
9.017E+11,9,17,1,4452,3326,0.8154476,Bajo
9.013E+11,9,13,1,5679,4282,0.8154606,Bajo
090060001026A,9,6,1,3950,2807,0.8154951,Bajo
9.005E+11,9,5,1,4713,3653,0.8155733,Bajo
9.011E+11,9,11,1,4030,3093,0.8156754,Bajo
9.007E+11,9,7,1,3516,2627,0.8157527,Bajo
9.007E+11,9,7,1,1929,1494,0.8158163,Bajo
9.015E+11,9,15,1,5075,3626,0.8158191,Bajo
9.017E+11,9,17,1,4972,3798,0.8158289,Bajo
9.01E+11,9,10,1,3629,2806,0.8158743,Bajo
9.017E+11,9,17,1,3004,2226,0.8159939,Bajo
9.007E+11,9,7,1,2508,1879,0.8161013,Bajo
9.006E+11,9,6,1,3816,2767,0.8161739,Bajo
9.007E+11,9,7,1,1540,1219,0.8162334,Bajo
9.016E+11,9,16,1,5739,4411,0.8163665,Bajo
9.017E+11,9,17,1,2620,1928,0.8165969,Bajo
9.011E+11,9,11,1,3153,2443,0.8166552,Bajo
9.013E+11,9,13,1,698,545,0.8168359,Bajo
9.01E+11,9,10,1,5517,4180,0.8168561,Bajo
9.008E+11,9,8,1,6118,4674,0.8172333,Bajo
9.017E+11,9,17,1,195,134,0.8172628,Bajo
9.007E+11,9,7,1,2868,2100,0.8173809,Bajo
9.006E+11,9,6,1,2534,1883,0.8173827,Bajo
9.01E+11,9,10,1,4829,3596,0.8174167,Bajo
9.01E+11,9,10,1,2479,1907,0.8176335,Bajo
9.013E+11,9,13,1,6719,5157,0.8176604,Bajo
9.015E+11,9,15,1,592,424,0.8176962,Bajo
9.011E+11,9,11,1,1787,1368,0.8178091,Bajo
9.011E+11,9,11,1,3140,2396,0.8179443,Bajo
9.013E+11,9,13,1,5072,3826,0.8179493,Bajo
9.011E+11,9,11,1,2801,2134,0.8179592,Bajo
9.011E+11,9,11,1,9632,7348,0.8181525,Bajo
9.012E+11,9,12,1,3307,2503,0.8181642,Bajo
9.005E+11,9,5,1,3598,2678,0.8181912,Bajo
9.006E+11,9,6,1,2234,1667,0.818243,Bajo
9.006E+11,9,6,1,4513,3437,0.8183204,Bajo
9.005E+11,9,5,1,2052,1454,0.8183515,Bajo
9.012E+11,9,12,1,3187,2336,0.8183683,Bajo
9.017E+11,9,17,1,5152,3903,0.8183755,Bajo
9.011E+11,9,11,1,2617,1985,0.8183824,Bajo
9.007E+11,9,7,1,5829,4306,0.8184527,Bajo
9.006E+11,9,6,1,4271,3188,0.8184654,Bajo
9.005E+11,9,5,1,3543,2665,0.8185471,Bajo
9.007E+11,9,7,1,4648,3552,0.8185962,Bajo
9.01E+11,9,10,1,9817,7326,0.8188062,Bajo
9.006E+11,9,6,1,4327,3127,0.8188477,Bajo
9.007E+11,9,7,1,5369,4116,0.8190512,Bajo
9.006E+11,9,6,1,4514,3490,0.8190688,Bajo
9.007E+11,9,7,1,558,454,0.8190746,Bajo
9.005E+11,9,5,1,2883,2101,0.819236,Bajo
9.01E+11,9,10,1,4411,3422,0.8192893,Bajo
9.012E+11,9,12,1,3849,2867,0.8193126,Bajo
9.017E+11,9,17,1,1923,1407,0.8193818,Bajo
9.013E+11,9,13,1,2932,2219,0.8194776,Bajo
9.007E+11,9,7,1,5041,3693,0.8195795,Bajo
9.013E+11,9,13,1,6479,4921,0.8196569,Bajo
9.003E+11,9,3,1,10334,7730,0.8197965,Bajo
9.007E+11,9,7,1,1633,1174,0.8198857,Bajo
9.003E+11,9,3,1,9301,6765,0.8199044,Bajo
9.015E+11,9,15,1,10642,7721,0.8199379,Bajo
9.017E+11,9,17,1,3518,2615,0.8199866,Bajo
9.006E+11,9,6,1,2878,2191,0.8200224,Bajo
9.012E+11,9,12,1,4455,3305,0.8203364,Bajo
9.003E+11,9,3,1,10017,7337,0.8204888,Bajo
