folio_ageb,entidad,alcaldia,localidad,pob,tot_pobres,IDSM,E_IDS_V
9.007E+11,9,7,1,3233,2999,0.7078302,Muy bajo
9.00903E+11,9,9,253,95,88,0.7079296,Muy bajo
9.01202E+11,9,12,199,11,11,0.708089,Muy bajo
9.007E+11,9,7,1,3389,3089,0.7082647,Muy bajo
9.00902E+11,9,9,206,139,123,0.7082758,Muy bajo
9.00903E+11,9,9,312,27,27,0.7082878,Muy bajo
9.01203E+11,9,12,254,18,18,0.7085034,Muy bajo
9.00902E+11,9,9,185,363,343,0.7085315,Muy bajo
9.00902E+11,9,9,244,31,26,0.7088857,Muy bajo
9.012E+11,9,12,1,6671,5776,0.7090091,Muy bajo
9.00902E+11,9,9,202,103,97,0.7092198,Muy bajo
9.007E+11,9,7,1,6956,6435,0.7092386,Muy bajo
9.007E+11,9,7,1,2466,2264,0.7095306,Muy bajo
9.013E+11,9,13,1,2202,1984,0.7097293,Muy bajo
9.00401E+11,9,4,59,24,24,0.7097884,Muy bajo
9.01302E+11,9,13,242,47,47,0.7098543,Muy bajo
9.01302E+11,9,13,180,53,49,0.7098789,Muy bajo
9.015E+11,9,15,1,4053,3697,0.710008,Muy bajo
9.012E+11,9,12,1,3546,3255,0.7100704,Muy bajo
9.00904E+11,9,9,364,43,37,0.7101681,Muy bajo
9.005E+11,9,5,1,5787,5403,0.7103135,Muy bajo
9.01101E+11,9,11,122,8,8,0.710328,Muy bajo
9.012E+11,9,12,1,1380,1264,0.710456,Muy bajo
9.00903E+11,9,9,285,351,332,0.7106118,Muy bajo
9.007E+11,9,7,1,5505,5106,0.7106211,Muy bajo
9.009E+11,9,9,29,3049,2840,0.7111712,Muy bajo
9.00903E+11,9,9,269,234,218,0.7112492,Muy bajo
9.00903E+11,9,9,292,590,560,0.7113799,Muy bajo
9.01303E+11,9,13,270,78,69,0.7114049,Muy bajo
090070001426A,9,7,1,5137,4675,0.7116476,Muy bajo
090120026248A,9,12,26,290,272,0.7117561,Muy bajo
9.007E+11,9,7,1,5200,4702,0.7123111,Muy bajo
9.01303E+11,9,13,282,6,6,0.7124308,Muy bajo
9.01101E+11,9,11,89,15,14,0.7127032,Muy bajo
9.01204E+11,9,12,389,6,6,0.7130038,Muy bajo
9.00903E+11,9,9,315,511,478,0.7131407,Muy bajo
9.00903E+11,9,9,301,86,80,0.713471,Muy bajo
9.01202E+11,9,12,152,4,4,0.7135683,Muy bajo
9.00904E+11,9,9,380,21,20,0.7136539,Muy bajo
9.007E+11,9,7,1,4183,3829,0.7140211,Muy bajo
9.012E+11,9,12,27,5829,5250,0.7141017,Muy bajo
9.00902E+11,9,9,152,1942,1761,0.7142153,Muy bajo
9.01204E+11,9,12,416,106,98,0.7143072,Muy bajo
9.007E+11,9,7,1,3563,3288,0.7145774,Muy bajo
9.013E+11,9,13,1,3203,2834,0.7148322,Muy bajo
9.007E+11,9,7,1,4669,4227,0.7151035,Muy bajo
9.00903E+11,9,9,277,535,512,0.715193,Muy bajo
9.01302E+11,9,13,224,14,12,0.7153671,Muy bajo
9.01303E+11,9,13,278,92,90,0.7153888,Muy bajo
9.007E+11,9,7,1,11168,10160,0.7154716,Muy bajo
9.00902E+11,9,9,223,111,109,0.7160152,Muy bajo
9.00903E+11,9,9,254,362,326,0.7161223,Muy bajo
090130001089A,9,13,1,864,775,0.7161404,Muy bajo
9.00902E+11,9,9,152,2324,2089,0.7162344,Muy bajo
9.017E+11,9,17,1,897,810,0.7163024,Muy bajo
9.01203E+11,9,12,325,92,81,0.7163387,Muy bajo
9.013E+11,9,13,1,1432,1309,0.7163756,Muy bajo
9.01302E+11,9,13,208,2,2,0.7163951,Muy bajo
9.01203E+11,9,12,300,219,191,0.7164035,Muy bajo
9.00904E+11,9,9,374,46,43,0.7172875,Muy bajo
9.005E+11,9,5,1,352,304,0.7174251,Muy bajo
9.00901E+11,9,9,68,464,439,0.7175694,Muy bajo
9.01203E+11,9,12,305,3,3,0.717847,Muy bajo
9.007E+11,9,7,1,7963,7231,0.7179862,Muy bajo
9.013E+11,9,13,1,1890,1794,0.7179931,Muy bajo
9.007E+11,9,7,1,3246,2924,0.7180067,Muy bajo
9.01102E+11,9,11,161,31,31,0.7182167,Muy bajo
9.007E+11,9,7,1,1734,1527,0.7183172,Muy bajo
9.01204E+11,9,12,361,12,12,0.7185601,Muy bajo
9.00902E+11,9,9,203,74,72,0.7187858,Muy bajo
9.007E+11,9,7,1,5204,4842,0.7191476,Muy bajo
9.012E+11,9,12,1,630,566,0.7193424,Muy bajo
9.007E+11,9,7,1,5215,4725,0.7196782,Muy bajo
9.007E+11,9,7,1,1884,1716,0.7201447,Muy bajo
9.00901E+11,9,9,81,120,104,0.7203082,Muy bajo
9.007E+11,9,7,1,3038,2779,0.7203593,Muy bajo
9.00902E+11,9,9,242,297,269,0.7203648,Muy bajo
9.007E+11,9,7,1,5611,5013,0.720413,Muy bajo
9.012E+11,9,12,19,1651,1534,0.7205801,Muy bajo
9.012E+11,9,12,27,9241,8431,0.7207586,Muy bajo
9.01204E+11,9,12,358,190,163,0.7210903,Muy bajo
9.007E+11,9,7,1,2446,2215,0.7211459,Muy bajo
9.009E+11,9,9,29,1388,1269,0.7212583,Muy bajo
9.012E+11,9,12,27,6900,6231,0.7215787,Muy bajo
9.013E+11,9,13,1,2145,1896,0.7218408,Muy bajo
9.01101E+11,9,11,103,145,133,0.7218551,Muy bajo
9.015E+11,9,15,1,2558,2148,0.7218621,Muy bajo
9.00401E+11,9,4,55,80,75,0.7218805,Muy bajo
9.00902E+11,9,9,178,84,80,0.721893,Muy bajo
9.007E+11,9,7,1,4424,3684,0.722672,Muy bajo
9.01302E+11,9,13,226,71,55,0.7228368,Muy bajo
9.005E+11,9,5,1,4339,3981,0.7230787,Muy bajo
9.007E+11,9,7,1,4447,3755,0.7231034,Muy bajo
9.013E+11,9,13,1,2456,2251,0.723392,Muy bajo
9.007E+11,9,7,1,3737,3296,0.7239336,Muy bajo
9.01302E+11,9,13,196,45,43,0.723974,Muy bajo
9.01202E+11,9,12,179,748,694,0.7239854,Muy bajo
9.00903E+11,9,9,252,95,86,0.723993,Muy bajo
9.005E+11,9,5,1,4300,3929,0.7240951,Muy bajo
9.01E+11,9,10,1,2626,2373,0.7241978,Muy bajo
9.01301E+11,9,13,91,156,143,0.7243667,Muy bajo
9.004E+11,9,4,10,726,645,0.7243866,Muy bajo
9.003E+11,9,3,1,3609,3102,0.7251006,Muy bajo
9.01302E+11,9,13,177,6,6,0.7251022,Muy bajo
9.007E+11,9,7,1,4895,4423,0.7254903,Muy bajo
9.007E+11,9,7,1,5037,4555,0.7257608,Muy bajo
9.011E+11,9,11,1,2491,2240,0.7261851,Muy bajo
9.00903E+11,9,9,340,132,113,0.7262138,Muy bajo
9.007E+11,9,7,1,3548,3206,0.7272313,Muy bajo
9.013E+11,9,13,1,2828,2520,0.7273,Muy bajo
9.007E+11,9,7,1,3906,3547,0.7276062,Muy bajo
9.01102E+11,9,11,160,124,114,0.7276175,Muy bajo
9.012E+11,9,12,1,5702,5002,0.7276962,Muy bajo
9.00904E+11,9,9,413,27,27,0.727721,Muy bajo
9.012E+11,9,12,1,4718,4263,0.7277527,Muy bajo
9.015E+11,9,15,1,9744,8629,0.7280995,Muy bajo
9.01203E+11,9,12,316,3,3,0.7282193,Muy bajo
9.01204E+11,9,12,392,43,35,0.7282898,Muy bajo
9.007E+11,9,7,1,1554,1421,0.7286739,Muy bajo
9.011E+11,9,11,26,2196,1951,0.7287775,Muy bajo
9.009E+11,9,9,29,3019,2707,0.7288504,Muy bajo
9.012E+11,9,12,26,6904,6203,0.7294945,Muy bajo
9.00903E+11,9,9,250,25,22,0.7295737,Muy bajo
9.00903E+11,9,9,328,72,68,0.7296308,Muy bajo
090130001114A,9,13,1,6309,5497,0.7296663,Muy bajo
090070001508A,9,7,1,3936,3490,0.7300055,Muy bajo
9.007E+11,9,7,1,3396,3014,0.7300212,Muy bajo
9.005E+11,9,5,1,1546,1413,0.7301936,Muy bajo
9.007E+11,9,7,1,4734,4228,0.7303644,Muy bajo
9.00902E+11,9,9,188,270,240,0.7311243,Muy bajo
9.01302E+11,9,13,162,343,285,0.7313389,Muy bajo
9.015E+11,9,15,1,5546,4958,0.7313451,Muy bajo
9.007E+11,9,7,1,3790,3386,0.7314194,Muy bajo
9.009E+11,9,9,33,1817,1632,0.7314502,Muy bajo
9.012E+11,9,12,26,782,661,0.7316128,Muy bajo
9.00902E+11,9,9,169,191,177,0.7316875,Muy bajo
9.01204E+11,9,12,364,6,6,0.731846,Muy bajo
9.009E+11,9,9,1,980,904,0.7318573,Muy bajo
9.012E+11,9,12,27,3112,2713,0.7318791,Muy bajo
9.012E+11,9,12,26,503,435,0.7319841,Muy bajo
9.01303E+11,9,13,288,7,7,0.7328783,Muy bajo
9.007E+11,9,7,1,8071,7208,0.7332772,Muy bajo
9.01101E+11,9,11,86,103,97,0.7332848,Muy bajo
9.015E+11,9,15,1,8048,7000,0.7335773,Muy bajo
9.00903E+11,9,9,288,58,53,0.7337055,Muy bajo
9.015E+11,9,15,1,10769,9379,0.7337608,Muy bajo
9.007E+11,9,7,1,6297,5674,0.7339917,Muy bajo
9.007E+11,9,7,1,2305,1998,0.7342954,Muy bajo
9.01203E+11,9,12,301,323,300,0.7343467,Muy bajo
9.00902E+11,9,9,248,111,101,0.7347147,Muy bajo
090120027230A,9,12,27,1910,1721,0.7348534,Muy bajo
9.007E+11,9,7,1,3294,2993,0.7352585,Muy bajo
9.012E+11,9,12,27,4266,3795,0.735261,Muy bajo
9.013E+11,9,13,1,4777,4079,0.7353342,Muy bajo
9.00401E+11,9,4,58,80,67,0.7355366,Muy bajo
9.011E+11,9,11,1,3036,2678,0.7356136,Muy bajo
9.007E+11,9,7,1,6646,5988,0.735688,Muy bajo
9.007E+11,9,7,1,4732,4109,0.7360331,Muy bajo
9.011E+11,9,11,1,5108,4498,0.7360581,Muy bajo
9.015E+11,9,15,1,1821,1616,0.7360835,Muy bajo
9.01202E+11,9,12,222,667,615,0.7362214,Muy bajo
9.01101E+11,9,11,108,81,71,0.7362993,Muy bajo
9.007E+11,9,7,1,4135,3668,0.7367823,Muy bajo
9.01101E+11,9,11,142,276,246,0.7367932,Muy bajo
9.007E+11,9,7,1,7562,6637,0.7368718,Muy bajo
9.01002E+11,9,10,213,63,62,0.7369461,Muy bajo
9.00902E+11,9,9,171,277,250,0.7371314,Muy bajo
9.012E+11,9,12,1,902,773,0.7374363,Muy bajo
9.007E+11,9,7,1,2631,2361,0.7374992,Muy bajo
9.007E+11,9,7,1,11558,9923,0.737558,Muy bajo
9.005E+11,9,5,1,5724,5030,0.7375721,Muy bajo
9.00401E+11,9,4,70,437,386,0.7380682,Muy bajo
9.01202E+11,9,12,249,4,4,0.7381827,Muy bajo
9.007E+11,9,7,1,1967,1772,0.7387104,Muy bajo
090090011051A,9,9,11,968,877,0.7389138,Muy bajo
090070001134A,9,7,1,4801,4160,0.7389157,Muy bajo
9.013E+11,9,13,1,11583,9986,0.739378,Muy bajo
9.007E+11,9,7,1,8736,7684,0.739424,Muy bajo
9.011E+11,9,11,1,7344,6429,0.7394872,Muy bajo
9.007E+11,9,7,1,3417,3050,0.7396981,Muy bajo
9.01E+11,9,10,1,3311,2962,0.7402447,Muy bajo
9.013E+11,9,13,1,2150,1864,0.7402698,Muy bajo
9.01204E+11,9,12,410,10,9,0.7410859,Muy bajo
9.01303E+11,9,13,252,181,167,0.741089,Muy bajo
9.009E+11,9,9,37,1119,1007,0.741987,Muy bajo
090070001262A,9,7,1,5404,4708,0.7422858,Muy bajo
9.007E+11,9,7,1,3424,3026,0.742288,Muy bajo
9.009E+11,9,9,24,382,346,0.7424418,Muy bajo
9.007E+11,9,7,1,440,375,0.7425525,Muy bajo
9.007E+11,9,7,1,3270,2877,0.742702,Muy bajo
9.005E+11,9,5,1,4744,4192,0.7428056,Muy bajo
9.017E+11,9,17,1,13501,11913,0.7430757,Muy bajo
9.01302E+11,9,13,191,262,234,0.7431846,Muy bajo
9.012E+11,9,12,27,4145,3633,0.7432612,Muy bajo
9.007E+11,9,7,1,6758,5886,0.7434467,Muy bajo
9.01302E+11,9,13,195,58,52,0.7435778,Muy bajo
9.00904E+11,9,9,358,29,25,0.7436771,Muy bajo
090120026166A,9,12,26,1400,1210,0.7440875,Muy bajo
9.007E+11,9,7,1,4667,4135,0.7441334,Muy bajo
9.00401E+11,9,4,57,131,115,0.7444509,Muy bajo
090170001048A,9,17,1,4850,4294,0.7446263,Muy bajo
9.007E+11,9,7,1,1436,1262,0.7446406,Muy bajo
9.00801E+11,9,8,106,37,32,0.7447682,Muy bajo
9.007E+11,9,7,1,521,460,0.7450855,Muy bajo
9.01202E+11,9,12,218,111,94,0.7451421,Muy bajo
9.01201E+11,9,12,132,7,5,0.7452561,Muy bajo
9.013E+11,9,13,1,2122,1856,0.745519,Muy bajo
9.007E+11,9,7,1,4451,3882,0.7460534,Muy bajo
9.007E+11,9,7,1,5565,4940,0.746261,Muy bajo
9.005E+11,9,5,1,3309,2905,0.7463608,Muy bajo
9.00904E+11,9,9,372,89,85,0.746403,Muy bajo
9.007E+11,9,7,1,7204,6237,0.7464178,Muy bajo
9.007E+11,9,7,1,3542,3031,0.7466671,Muy bajo
9.007E+11,9,7,1,7660,6683,0.7466954,Muy bajo
9.01E+11,9,10,1,2589,2287,0.7467363,Muy bajo
9.005E+11,9,5,1,1925,1712,0.7470173,Muy bajo
9.012E+11,9,12,26,7415,6438,0.7471718,Muy bajo
9.01301E+11,9,13,135,6,5,0.747184,Muy bajo
9.013E+11,9,13,1,2152,1881,0.7471873,Muy bajo
090070001593A,9,7,1,3593,3078,0.7472646,Muy bajo
9.005E+11,9,5,1,4878,4438,0.7479338,Muy bajo
9.013E+11,9,13,1,322,284,0.7479781,Muy bajo
9.005E+11,9,5,1,1102,810,0.7480108,Muy bajo
9.015E+11,9,15,1,2301,1945,0.7481186,Muy bajo
9.015E+11,9,15,1,6686,5633,0.7483827,Muy bajo
090070001294A,9,7,1,3005,2642,0.7485703,Muy bajo
9.00902E+11,9,9,243,17,15,0.7486963,Muy bajo
9.009E+11,9,9,24,133,125,0.748782,Muy bajo
9.01204E+11,9,12,396,843,722,0.7487885,Muy bajo
9.017E+11,9,17,1,5602,4907,0.749004,Muy bajo
9.017E+11,9,17,1,1350,1229,0.7491252,Muy bajo
9.01101E+11,9,11,141,383,340,0.7493891,Muy bajo
9.005E+11,9,5,1,4290,3841,0.7494435,Muy bajo
9.00801E+11,9,8,79,4,4,0.7498232,Muy bajo
9.007E+11,9,7,1,1917,1721,0.7498425,Muy bajo
9.007E+11,9,7,1,4178,3578,0.7498726,Muy bajo
9.01E+11,9,10,7,4,4,0.7501072,Muy bajo
9.007E+11,9,7,1,4009,3518,0.7501251,Muy bajo
9.01302E+11,9,13,205,137,117,0.7502672,Muy bajo
9.007E+11,9,7,1,4042,3563,0.7503211,Muy bajo
9.005E+11,9,5,1,3555,3175,0.7506795,Muy bajo
9.00904E+11,9,9,352,74,55,0.7509072,Muy bajo
9.007E+11,9,7,1,998,845,0.7510139,Muy bajo
9.007E+11,9,7,1,3452,2984,0.751043,Muy bajo
9.007E+11,9,7,1,5932,5198,0.7510552,Muy bajo
9.005E+11,9,5,1,5720,5150,0.7511495,Muy bajo
9.005E+11,9,5,1,2431,2218,0.7512399,Muy bajo
9.017E+11,9,17,1,1070,966,0.7513747,Muy bajo
9.003E+11,9,3,1,3582,3067,0.7514611,Muy bajo
9.01203E+11,9,12,310,51,46,0.7515292,Muy bajo
9.009E+11,9,9,1,404,347,0.7517647,Muy bajo
9.01E+11,9,10,1,3968,3475,0.7518468,Muy bajo
9.009E+11,9,9,1,2739,2318,0.7519942,Muy bajo
9.00904E+11,9,9,386,2,2,0.7522458,Muy bajo
9.005E+11,9,5,1,5749,5119,0.752265,Muy bajo
9.007E+11,9,7,1,452,384,0.7525364,Muy bajo
9.012E+11,9,12,26,1752,1474,0.7530586,Muy bajo
9.007E+11,9,7,1,4131,3514,0.7531228,Muy bajo
9.01302E+11,9,13,206,15,13,0.7532327,Muy bajo
9.01201E+11,9,12,131,45,40,0.7532597,Muy bajo
9.007E+11,9,7,1,6450,5614,0.7532994,Muy bajo
9.007E+11,9,7,1,5274,4646,0.7534593,Muy bajo
9.008E+11,9,8,1,7621,6556,0.7534842,Muy bajo
9.013E+11,9,13,1,938,761,0.7546257,Muy bajo
9.013E+11,9,13,1,420,352,0.7546582,Muy bajo
9.007E+11,9,7,1,6408,5503,0.7549285,Muy bajo
9.009E+11,9,9,24,1152,1007,0.7550615,Muy bajo
9.007E+11,9,7,1,5004,4368,0.755062,Muy bajo
9.007E+11,9,7,1,5075,4526,0.7552664,Muy bajo
9.01E+11,9,10,1,5910,5219,0.7554623,Muy bajo
9.005E+11,9,5,1,5078,4452,0.7555116,Muy bajo
9.00902E+11,9,9,189,59,53,0.7556187,Muy bajo
9.007E+11,9,7,1,7304,6255,0.7556981,Muy bajo
9.007E+11,9,7,1,5043,4314,0.7558815,Muy bajo
9.012E+11,9,12,26,6503,5432,0.7559878,Muy bajo
090090017037A,9,9,17,3336,2858,0.7561825,Muy bajo
9.009E+11,9,9,17,4905,4130,0.7564117,Muy bajo
9.013E+11,9,13,1,3999,3270,0.7565246,Muy bajo
9.011E+11,9,11,1,3557,3062,0.7566785,Muy bajo
9.005E+11,9,5,1,5532,4829,0.7566957,Muy bajo
9.007E+11,9,7,1,3482,3047,0.7570346,Muy bajo
9.009E+11,9,9,1,4380,3700,0.7572638,Muy bajo
9.012E+11,9,12,1,8092,6889,0.7575769,Muy bajo
9.01302E+11,9,13,160,370,324,0.7576487,Muy bajo
9.013E+11,9,13,1,3845,3375,0.757704,Muy bajo
9.007E+11,9,7,1,6344,5451,0.7577189,Muy bajo
9.01E+11,9,10,1,4294,3741,0.7578169,Muy bajo
9.007E+11,9,7,1,1580,1371,0.7578242,Muy bajo
9.005E+11,9,5,1,4411,3839,0.7582761,Muy bajo
9.011E+11,9,11,1,440,365,0.7583383,Muy bajo
9.012E+11,9,12,19,1531,1355,0.7585139,Muy bajo
9.007E+11,9,7,1,5432,4742,0.7586948,Muy bajo
9.007E+11,9,7,1,6660,5565,0.7587154,Muy bajo
9.007E+11,9,7,1,9215,7653,0.7587607,Muy bajo
9.007E+11,9,7,1,7227,6230,0.7590604,Muy bajo
9.01E+11,9,10,1,4586,3967,0.7590813,Muy bajo
9.01204E+11,9,12,424,4,4,0.7591747,Muy bajo
9.01E+11,9,10,1,4154,3515,0.759314,Muy bajo
9.01302E+11,9,13,218,43,39,0.7593633,Muy bajo
9.012E+11,9,12,26,1733,1427,0.7594366,Muy bajo
9.007E+11,9,7,1,5180,4515,0.7595648,Muy bajo
090070001465A,9,7,1,2779,2267,0.7596046,Muy bajo
090120027180A,9,12,27,1356,1108,0.7598525,Muy bajo
9.01E+11,9,10,1,3038,2597,0.7599118,Muy bajo
9.007E+11,9,7,1,1153,969,0.7600313,Muy bajo
9.007E+11,9,7,1,4135,3486,0.7606853,Muy bajo
9.01302E+11,9,13,198,25,21,0.7606868,Muy bajo
9.005E+11,9,5,1,5655,4727,0.7607306,Muy bajo
9.007E+11,9,7,1,4459,3827,0.7607695,Muy bajo
9.015E+11,9,15,1,4836,4127,0.7608066,Muy bajo
9.00903E+11,9,9,333,26,21,0.7612624,Muy bajo
9.017E+11,9,17,1,7041,6051,0.7615246,Muy bajo
9.013E+11,9,13,1,11663,9521,0.7615907,Muy bajo
9.007E+11,9,7,1,1550,1331,0.7617594,Muy bajo
9.011E+11,9,11,1,5112,4440,0.7617756,Muy bajo
090080001057A,9,8,1,9276,7934,0.7618467,Muy bajo
9.01E+11,9,10,1,3214,2721,0.7618493,Muy bajo
9.01203E+11,9,12,280,21,16,0.7620657,Muy bajo
9.01301E+11,9,13,136,553,477,0.7621264,Muy bajo
9.00904E+11,9,9,415,132,112,0.7621508,Muy bajo
9.005E+11,9,5,1,3233,2793,0.7622335,Muy bajo
090030001079A,9,3,1,8949,7347,0.7623218,Muy bajo
9.01201E+11,9,12,124,558,467,0.7625108,Muy bajo
9.013E+11,9,13,1,4903,3905,0.7625215,Muy bajo
9.00902E+11,9,9,239,70,61,0.7625709,Muy bajo
9.012E+11,9,12,26,3496,3003,0.7626384,Muy bajo
9.007E+11,9,7,1,3078,2613,0.7626522,Muy bajo
9.007E+11,9,7,1,4947,4231,0.7629678,Muy bajo
9.005E+11,9,5,1,5653,4873,0.7631323,Muy bajo
9.005E+11,9,5,1,5385,4685,0.7631543,Muy bajo
9.007E+11,9,7,1,4292,3648,0.7633241,Muy bajo
9.008E+11,9,8,1,8000,6868,0.7634298,Muy bajo
9.007E+11,9,7,1,7798,6438,0.7634712,Muy bajo
9.00902E+11,9,9,214,222,187,0.7637889,Muy bajo
9.012E+11,9,12,1,5311,4613,0.7638097,Muy bajo
9.009E+11,9,9,33,5843,5006,0.7638376,Muy bajo
9.00902E+11,9,9,198,158,136,0.7638751,Muy bajo
9.013E+11,9,13,1,1150,956,0.7641903,Muy bajo
9.012E+11,9,12,1,6588,5580,0.7642149,Muy bajo
9.01203E+11,9,12,266,6,3,0.7642751,Muy bajo
9.017E+11,9,17,1,1166,1049,0.7645744,Muy bajo
9.01101E+11,9,11,95,17,13,0.7646681,Muy bajo
9.01202E+11,9,12,220,20,16,0.7648321,Muy bajo
9.003E+11,9,3,1,12942,10621,0.7648643,Muy bajo
9.009E+11,9,9,1,3125,2598,0.7650024,Muy bajo
9.01203E+11,9,12,269,65,56,0.7650548,Muy bajo
9.007E+11,9,7,1,6523,5412,0.7653162,Muy bajo
9.012E+11,9,12,1,5773,4865,0.7653797,Muy bajo
9.005E+11,9,5,1,6401,5486,0.7655264,Muy bajo
9.013E+11,9,13,1,4381,3663,0.7657129,Muy bajo
9.009E+11,9,9,36,4799,4100,0.7657582,Muy bajo
9.007E+11,9,7,1,6942,5756,0.765776,Muy bajo
9.009E+11,9,9,11,271,231,0.7662653,Muy bajo
9.008E+11,9,8,1,5302,4539,0.7662788,Muy bajo
9.00904E+11,9,9,392,83,75,0.7664277,Muy bajo
9.007E+11,9,7,1,6091,5168,0.7665821,Muy bajo
9.007E+11,9,7,1,3563,3099,0.7668653,Muy bajo
9.00901E+11,9,9,74,38,33,0.7669028,Muy bajo
9.007E+11,9,7,1,4501,3737,0.7669619,Muy bajo
9.011E+11,9,11,24,830,715,0.7670474,Muy bajo
9.009E+11,9,9,24,680,548,0.7670689,Muy bajo
9.01204E+11,9,12,360,9,5,0.7671273,Muy bajo
9.00401E+11,9,4,75,5,4,0.7671815,Muy bajo
090070001209A,9,7,1,3728,3154,0.7672718,Muy bajo
9.012E+11,9,12,27,3950,3337,0.7673499,Muy bajo
9.007E+11,9,7,1,6560,5639,0.7676166,Muy bajo
9.007E+11,9,7,1,5678,4675,0.7678013,Muy bajo
9.007E+11,9,7,1,4810,4151,0.7679656,Muy bajo
9.007E+11,9,7,1,7591,6420,0.7679667,Muy bajo
9.009E+11,9,9,1,721,581,0.7679937,Muy bajo
9.01E+11,9,10,1,3821,3193,0.7680697,Muy bajo
9.004E+11,9,4,1,2929,2449,0.7685747,Muy bajo
9.005E+11,9,5,1,3370,2989,0.7685766,Muy bajo
9.007E+11,9,7,1,4395,3678,0.7691731,Muy bajo
9.01204E+11,9,12,391,43,43,0.7695014,Muy bajo
9.00401E+11,9,4,56,101,94,0.7695332,Muy bajo
9.01E+11,9,10,1,3494,2970,0.7696643,Muy bajo
9.007E+11,9,7,1,4253,3565,0.7698402,Muy bajo
9.007E+11,9,7,1,6707,5735,0.7700352,Muy bajo
090070001579A,9,7,1,362,306,0.7701343,Muy bajo
9.017E+11,9,17,1,3010,2398,0.7704866,Muy bajo
9.007E+11,9,7,1,124,84,0.7706408,Muy bajo
9.01101E+11,9,11,69,221,187,0.7709041,Muy bajo
9.005E+11,9,5,1,3293,2807,0.7710513,Muy bajo
9.009E+11,9,9,1,2314,1864,0.7712597,Muy bajo
9.01203E+11,9,12,275,44,30,0.7713023,Muy bajo
9.009E+11,9,9,1,3335,2679,0.771686,Muy bajo
9.006E+11,9,6,1,4238,3428,0.7717143,Muy bajo
9.013E+11,9,13,1,4142,3364,0.771727,Muy bajo
9.012E+11,9,12,26,238,183,0.7718939,Muy bajo
9.00401E+11,9,4,54,1220,977,0.7719589,Muy bajo
9.008E+11,9,8,1,9456,7874,0.7719931,Muy bajo
9.009E+11,9,9,24,5959,5015,0.7720494,Muy bajo
9.007E+11,9,7,1,7640,6482,0.7720848,Muy bajo
9.01E+11,9,10,1,4652,3901,0.7722258,Muy bajo
9.01E+11,9,10,1,2703,2193,0.7724767,Muy bajo
090100001174A,9,10,1,9869,8258,0.7726355,Muy bajo
9.005E+11,9,5,1,4009,3294,0.7726739,Muy bajo
9.013E+11,9,13,1,7434,6066,0.7728876,Muy bajo
9.007E+11,9,7,1,5040,4192,0.7729789,Muy bajo
9.009E+11,9,9,17,1634,1304,0.7732652,Muy bajo
9.007E+11,9,7,1,5856,4766,0.7733454,Muy bajo
9.017E+11,9,17,1,7595,6414,0.7737292,Muy bajo
9.007E+11,9,7,1,4916,4034,0.7737452,Muy bajo
9.007E+11,9,7,1,3559,3016,0.7742301,Muy bajo
9.007E+11,9,7,1,5972,5117,0.774245,Muy bajo
9.00902E+11,9,9,159,13,13,0.7742608,Muy bajo
9.007E+11,9,7,1,506,421,0.7743836,Muy bajo
9.013E+11,9,13,1,1526,1194,0.7745391,Muy bajo
090090029044A,9,9,29,1568,1359,0.774744,Muy bajo
9.007E+11,9,7,1,5596,4680,0.7749215,Muy bajo
9.01E+11,9,10,1,3044,2653,0.7752107,Muy bajo
9.015E+11,9,15,1,5157,4076,0.77529,Muy bajo
9.013E+11,9,13,1,838,679,0.7753276,Muy bajo
9.007E+11,9,7,1,6828,5712,0.7754751,Muy bajo
9.01204E+11,9,12,355,34,23,0.7756395,Muy bajo
9.007E+11,9,7,1,5598,4748,0.7756438,Muy bajo
9.00901E+11,9,9,82,84,76,0.7757109,Muy bajo
9.012E+11,9,12,1,4681,3972,0.7760494,Muy bajo
9.007E+11,9,7,1,3757,3072,0.7760523,Muy bajo
9.007E+11,9,7,1,9901,8172,0.7760744,Muy bajo
090070001216A,9,7,1,3662,3070,0.7762015,Muy bajo
9.007E+11,9,7,1,10038,8316,0.7762399,Muy bajo
9.012E+11,9,12,26,63,48,0.7762577,Muy bajo
9.013E+11,9,13,1,1202,965,0.7763083,Muy bajo
9.013E+11,9,13,1,4542,3707,0.7763817,Muy bajo
9.011E+11,9,11,1,2501,2078,0.7764157,Muy bajo
9.007E+11,9,7,1,6807,5651,0.7764649,Muy bajo
9.012E+11,9,12,26,351,269,0.7764871,Muy bajo
9.007E+11,9,7,1,5427,4414,0.7766089,Muy bajo
9.007E+11,9,7,1,5771,4850,0.7768583,Muy bajo
9.005E+11,9,5,1,2414,2065,0.7768654,Muy bajo
9.007E+11,9,7,1,6150,5181,0.777174,Muy bajo
9.003E+11,9,3,1,11432,9145,0.7774726,Muy bajo
9.008E+11,9,8,1,6150,5103,0.7778344,Muy bajo
9.009E+11,9,9,24,4836,4011,0.7780687,Bajo
9.011E+11,9,11,1,180,136,0.77807,Bajo
9.007E+11,9,7,1,3333,2729,0.7781544,Bajo
9.007E+11,9,7,1,5764,4485,0.7784687,Bajo
9.011E+11,9,11,1,4412,3741,0.7785575,Bajo
9.011E+11,9,11,26,136,124,0.7789176,Bajo
9.005E+11,9,5,1,4341,3693,0.7789321,Bajo
9.013E+11,9,13,1,2828,2266,0.7789793,Bajo
9.004E+11,9,4,20,1411,1145,0.7791642,Bajo
9.005E+11,9,5,1,4598,3711,0.7793851,Bajo
